time	line	instance	edges	omega	degree	minloops	maxloops	pimin	lambda	[lambda>0]	mix	leigen	ueigen	ucanon
(0h:00m:03s)	206	3,1,1,1,1,0;2,2,1,1,1,0	7	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:03s)	207	3,1,1,1,1,0;2,1,1,1,1,1	7	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:03s)	208	2,2,1,1,1,0;2,2,1,1,1,0	7	258	441	426	426	1/258	0.986833	1	527	232.881	946.345	5367.38
(0h:00m:04s)	209	2,2,1,1,1,0;2,1,1,1,1,1	7	570	441	424	425	1/570	0.986006	1	498	218.93	947.043	6254.9
(0h:00m:06s)	210	2,1,1,1,1,1;2,1,1,1,1,1	7	1200	441	423	423	1/1200	0.985146	1	490	206.086	942.376	6708.04
(0h:00m:06s)	211	6,2,0,0,0,0;6,2,0,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	212	6,2,0,0,0,0;5,3,0,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	213	6,2,0,0,0,0;4,4,0,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	214	6,2,0,0,0,0;6,1,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	215	6,2,0,0,0,0;5,2,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	216	6,2,0,0,0,0;4,3,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	217	6,2,0,0,0,0;4,2,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	218	6,2,0,0,0,0;3,3,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	219	6,2,0,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	220	6,2,0,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	221	6,2,0,0,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	222	6,2,0,0,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	223	6,2,0,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	224	6,2,0,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	225	6,2,0,0,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	226	6,2,0,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	227	6,2,0,0,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	228	6,2,0,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	229	5,3,0,0,0,0;5,3,0,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	230	5,3,0,0,0,0;4,4,0,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	231	5,3,0,0,0,0;6,1,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	232	5,3,0,0,0,0;5,2,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	233	5,3,0,0,0,0;4,3,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	234	5,3,0,0,0,0;4,2,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	235	5,3,0,0,0,0;3,3,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	236	5,3,0,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	237	5,3,0,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	238	5,3,0,0,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	239	5,3,0,0,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	240	5,3,0,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	241	5,3,0,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	242	5,3,0,0,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	243	5,3,0,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	244	5,3,0,0,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	245	5,3,0,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	246	4,4,0,0,0,0;4,4,0,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	247	4,4,0,0,0,0;6,1,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	248	4,4,0,0,0,0;5,2,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	249	4,4,0,0,0,0;4,3,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	250	4,4,0,0,0,0;4,2,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	251	4,4,0,0,0,0;3,3,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	252	4,4,0,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	253	4,4,0,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	254	4,4,0,0,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	255	4,4,0,0,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	256	4,4,0,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	257	4,4,0,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	258	4,4,0,0,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	259	4,4,0,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	260	4,4,0,0,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	261	4,4,0,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	262	6,1,1,0,0,0;6,1,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	263	6,1,1,0,0,0;5,2,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	264	6,1,1,0,0,0;4,3,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	265	6,1,1,0,0,0;4,2,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	266	6,1,1,0,0,0;3,3,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	267	6,1,1,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	268	6,1,1,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	269	6,1,1,0,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	270	6,1,1,0,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	271	6,1,1,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	272	6,1,1,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	273	6,1,1,0,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	274	6,1,1,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	275	6,1,1,0,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	276	6,1,1,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	277	5,2,1,0,0,0;5,2,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	278	5,2,1,0,0,0;4,3,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	279	5,2,1,0,0,0;4,2,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	280	5,2,1,0,0,0;3,3,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	281	5,2,1,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	282	5,2,1,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	283	5,2,1,0,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	284	5,2,1,0,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	285	5,2,1,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	286	5,2,1,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	287	5,2,1,0,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	288	5,2,1,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	289	5,2,1,0,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	290	5,2,1,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	291	4,3,1,0,0,0;4,3,1,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	292	4,3,1,0,0,0;4,2,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	293	4,3,1,0,0,0;3,3,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	294	4,3,1,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	295	4,3,1,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	296	4,3,1,0,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	297	4,3,1,0,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	298	4,3,1,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	299	4,3,1,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	300	4,3,1,0,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	301	4,3,1,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	302	4,3,1,0,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	303	4,3,1,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	304	4,2,2,0,0,0;4,2,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	305	4,2,2,0,0,0;3,3,2,0,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	306	4,2,2,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	307	4,2,2,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	308	4,2,2,0,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	309	4,2,2,0,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	310	4,2,2,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	311	4,2,2,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	312	4,2,2,0,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	313	4,2,2,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	314	4,2,2,0,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	315	4,2,2,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	316	3,3,2,0,0,0;3,3,2,0,0,0	8	1	441	441	441	1	NA	NA	0	NA	NA	NA
(0h:00m:06s)	317	3,3,2,0,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	318	3,3,2,0,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	319	3,3,2,0,0,0;3,3,1,1,0,0	8	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(0h:00m:06s)	320	3,3,2,0,0,0;3,2,2,1,0,0	8	5	441	437	438	1/5	0.993197	1	912	453.666	1252.03	2253.65
(0h:00m:06s)	321	3,3,2,0,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	322	3,3,2,0,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	323	3,3,2,0,0,0;3,2,1,1,1,0	8	12	441	435	436	1/12	0.991616	1	790	367.528	1120.34	3106.62
(0h:00m:06s)	324	3,3,2,0,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	325	3,3,2,0,0,0;3,1,1,1,1,1	8	30	441	433	433	1/30	0.988662	1	613	270.957	909.25	3940.08
(0h:00m:06s)	326	3,3,2,0,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	327	5,1,1,1,0,0;5,1,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	328	5,1,1,1,0,0;4,2,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	329	5,1,1,1,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	330	5,1,1,1,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	331	5,1,1,1,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	332	5,1,1,1,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	333	5,1,1,1,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	334	5,1,1,1,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	335	5,1,1,1,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	336	5,1,1,1,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	337	4,2,1,1,0,0;4,2,1,1,0,0	8	1	441	441	441	1	NA	NA	0	NA	NA	NA
(0h:00m:06s)	338	4,2,1,1,0,0;3,3,1,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	339	4,2,1,1,0,0;3,2,2,1,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	340	4,2,1,1,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	341	4,2,1,1,0,0;4,1,1,1,1,0	8	4	441	438	438	1/4	0.99093	1	727	339.473	914.419	914.419
(0h:00m:06s)	342	4,2,1,1,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	343	4,2,1,1,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	344	4,2,1,1,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	345	4,2,1,1,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	346	3,3,1,1,0,0;3,3,1,1,0,0	8	4	441	439	439	1/4	0.995465	1	1368	682.053	1828.84	2743.26
(0h:00m:06s)	347	3,3,1,1,0,0;3,2,2,1,0,0	8	12	441	434	436	1/12	0.992808	1	898	428.956	1306.03	3796.98
(0h:00m:06s)	348	3,3,1,1,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	349	3,3,1,1,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	350	3,3,1,1,0,0;3,2,1,1,1,0	8	30	441	433	433	1/30	0.992203	1	817	395.422	1322.18	4243.16
(0h:00m:06s)	351	3,3,1,1,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	352	3,3,1,1,0,0;3,1,1,1,1,1	8	80	441	430	430	1/80	0.99093	1	687	339.473	1244.7	4543.15
(0h:00m:06s)	353	3,3,1,1,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:06s)	354	3,2,2,1,0,0;3,2,2,1,0,0	8	24	441	433	434	1/24	0.99093	1	732	339.473	1111.96	4077.19
(0h:00m:06s)	355	3,2,2,1,0,0;2,2,2,2,0,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:07s)	356	3,2,2,1,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:07s)	357	3,2,2,1,0,0;3,2,1,1,1,0	8	58	441	431	431	1/58	0.989739	1	653	299.729	1068.95	4336.6
(0h:00m:07s)	358	3,2,2,1,0,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:07s)	359	3,2,2,1,0,0;3,1,1,1,1,1	8	140	441	427	429	1/140	0.988273	1	565	261.865	1010.44	5038.96
(0h:00m:07s)	360	3,2,2,1,0,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:07s)	361	2,2,2,2,0,0;2,2,2,2,0,0	8	90	441	425	425	1/90	0.985616	1	488	212.924	793.098	4583.56
(0h:00m:07s)	362	2,2,2,2,0,0;4,1,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:07s)	363	2,2,2,2,0,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:07s)	364	2,2,2,2,0,0;2,2,2,1,1,0	8	204	441	426	426	1/204	0.985135	1	481	205.928	822.462	6369.5
(0h:00m:07s)	365	2,2,2,2,0,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:08s)	366	2,2,2,2,0,0;2,2,1,1,1,1	8	468	441	421	421	1/468	0.984444	1	457	196.64	839.295	6803.55
(0h:00m:08s)	367	4,1,1,1,1,0;4,1,1,1,1,0	8	17	441	434	434	1/17	0.988662	1	617	270.957	859.153	1768.85
(0h:00m:08s)	368	4,1,1,1,1,0;3,2,1,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:08s)	369	4,1,1,1,1,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:08s)	370	4,1,1,1,1,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:08s)	371	4,1,1,1,1,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:08s)	372	3,2,1,1,1,0;3,2,1,1,1,0	8	141	441	428	429	1/141	0.988571	1	601	268.76	1037.36	6341.22
(0h:00m:08s)	373	3,2,1,1,1,0;2,2,2,1,1,0	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:08s)	374	3,2,1,1,1,0;3,1,1,1,1,1	8	340	441	424	426	1/340	0.987465	1	537	244.786	1016.1	5980.33
(0h:00m:08s)	375	3,2,1,1,1,0;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:09s)	376	2,2,2,1,1,0;2,2,2,1,1,0	8	453	441	423	425	1/453	0.984807	1	471	201.418	857.226	6149.15
(0h:00m:09s)	377	2,2,2,1,1,0;3,1,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:11s)	378	2,2,2,1,1,0;2,2,1,1,1,1	8	1008	441	420	420	1/1008	0.984936	1	461	203.169	917.66	6640.45
(0h:00m:12s)	379	3,1,1,1,1,1;3,1,1,1,1,1	8	800	441	423	423	1/800	0.985448	1	487	210.424	934.056	6601.15
(0h:00m:12s)	380	3,1,1,1,1,1;2,2,1,1,1,1	8	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	381	2,2,1,1,1,1;2,2,1,1,1,1	8	2172	441	419	419	1/2172	0.984034	1	449	191.511	913.882	7302.73
(0h:00m:19s)	382	6,3,0,0,0,0;6,3,0,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	383	6,3,0,0,0,0;5,4,0,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	384	6,3,0,0,0,0;6,2,1,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	385	6,3,0,0,0,0;5,3,1,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	386	6,3,0,0,0,0;4,4,1,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	387	6,3,0,0,0,0;5,2,2,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	388	6,3,0,0,0,0;4,3,2,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	389	6,3,0,0,0,0;3,3,3,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	390	6,3,0,0,0,0;6,1,1,1,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	391	6,3,0,0,0,0;5,2,1,1,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	392	6,3,0,0,0,0;4,3,1,1,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	393	6,3,0,0,0,0;4,2,2,1,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	394	6,3,0,0,0,0;3,3,2,1,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	395	6,3,0,0,0,0;3,2,2,2,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	396	6,3,0,0,0,0;5,1,1,1,1,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	397	6,3,0,0,0,0;4,2,1,1,1,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	398	6,3,0,0,0,0;3,3,1,1,1,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	399	6,3,0,0,0,0;3,2,2,1,1,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	400	6,3,0,0,0,0;2,2,2,2,1,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	401	6,3,0,0,0,0;4,1,1,1,1,1	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	402	6,3,0,0,0,0;3,2,1,1,1,1	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	403	6,3,0,0,0,0;2,2,2,1,1,1	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	404	5,4,0,0,0,0;5,4,0,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	405	5,4,0,0,0,0;6,2,1,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	406	5,4,0,0,0,0;5,3,1,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	407	5,4,0,0,0,0;4,4,1,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	408	5,4,0,0,0,0;5,2,2,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	409	5,4,0,0,0,0;4,3,2,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(0h:00m:19s)	410	5,4,0,0,0,0;3,3,3,0,0,0	9	0	0	0	0	0	NA	NA	NA	NA	NA	NA
